Temperature (°C),Pressure (kPa),Temperature x Pressure,Material Fusion Metric,Material Transformation Metric,Quality Rating
209.76270078546494,8.050855372267016,1688.769166519899,44522.21707426675,9229575.960160099,99.99997051667043
243.0378732744839,15.812068372488241,3842.931469320272,63020.76499666782,14355367.161169715,99.98570341484661
220.55267521432876,7.843130045242965,1729.8233135322153,49125.950248984256,10728388.692175286,99.99975760980664
208.9766365993794,23.78608919382891,4970.736917579209,57128.88154720625,9125701.954087585,99.9999748371414
184.73095986778094,15.797812212212808,2918.3450137730238,38068.20128250773,6303791.886418867,99.99999985827117
229.17882261333122,8.498306097138524,1947.631785549901,53136.69065414998,12037071.663069969,99.99878570587263
187.5174422525385,19.41285093833815,3640.2481547869615,42478.6945000483,6593259.799926771,99.9999997342736
278.3546001564159,7.070943886395444,1968.2297582260576,77834.81823033674,21567221.670025732,95.73272257668093
292.73255210020585,20.432895799480402,5981.373734179474,94223.14706901043,25084521.94683608,64.62359867766705
176.68830376515552,14.145782221580873,2499.394266162418,34049.372335085114,5515789.061600543,99.9999999781456
258.34500761653294,7.65323911025064,1977.1761162288494,67190.409008697,17242440.859375894,99.81404216565016
205.77898395058088,5.74422072617603,1182.0399046203713,42534.52695496808,8713676.070034742,99.99998682193021
213.60891221878646,24.8675598737981,5311.932414177555,61006.75534864071,9746092.970240794,99.99993680834241
285.1193276585322,10.487365801752626,2990.150686304792,82446.48226948982,23178104.35847252,88.30169759189188
114.2072116395774,24.044972441434123,2746.1092564866726,26945.145281718243,1489059.2999400536,100.0
117.42585994030814,15.036726734741015,1765.7005675143853,17188.68387659703,1618939.4204480425,100.0
104.04367948806514,15.06030767850963,1566.9298250945023,14240.958809473148,1126055.0945087776,100.0
266.5239691095876,6.821394367442668,1818.0651016726044,71352.43528383941,18932490.57320019,99.31144198408124
255.6313501899701,24.0141163767595,6138.760993010103,79195.79464939123,16704264.143523898,99.8807070075718
274.0024296493638,19.657917291001738,5386.317099580716,82673.81340702744,20570984.796207134,97.79908528620756
295.7236684465528,15.374556763191023,4546.620326750608,91086.67961684437,25861534.212648563,45.7759383574185
259.8317128433447,7.40514278147772,1924.0909327608858,67918.58844253358,17541838.613767035,99.76336248007402
192.2958724505864,8.51353138976571,1637.1169462304504,37594.765161753465,7110587.09507139,99.9999992349171
256.1058352572911,13.643332102835675,3494.1369638893448,68129.775660402,16797846.52138619,99.87100211991432
123.65488517378665,12.24517641464434,1514.1758834856064,17126.62558945919,1890598.8646248619,100.0
227.98420426550476,16.162760137426655,3684.854008665436,56199.07305316755,11849627.559456373,99.99902523965025
128.6706574818093,6.5268794951441755,839.8178759447405,16834.184181122793,2130246.574119082,99.99999999999996
288.93378340991677,5.806920386366796,1677.815477193134,83678.54243460867,24120947.653404374,79.55659768172349
204.36966435001432,15.222061733801084,3110.9276472521246,45294.081340644094,8535667.824982217,99.99999012909144
182.93238799810473,5.570027618581445,1018.9384534825002,33637.06984229306,6121665.709177993,99.99999990598296
152.91112242092538,6.191039080203522,946.678734705734,23619.10747958111,3575300.6903312146,99.9999999999495
254.84673788684333,12.526829163808127,3192.4215484622746,66912.58799406337,16551338.437522674,99.89511926637348
191.2300664433097,6.235581394696039,1192.4306444203894,36811.393151659366,6993041.620673019,99.99999939416043
213.68678977372969,12.709392532327001,2715.82929020717,47714.975250416996,9757214.094663138,99.99993579132153
103.75796008727103,9.83501031818873,1020.4606080525249,11717.029533499157,1116931.8252999482,100.0
223.52709941517543,8.755405942181753,1957.0704944582783,50635.528492600104,11168312.740572432,99.9995745407366
222.41914454448428,13.093596629725257,2912.266561394034,51715.07182394291,11002964.99486595,99.99965472249325
223.38679937495138,7.398078112625141,1652.6329911052114,50306.570489318794,11147317.856264692,99.99958560220415
288.74961570292487,11.992787342385416,3462.9127363206903,85101.22657292955,24074742.47094738,80.0980719873024
236.3640598206967,13.697472587332058,3237.5902300245075,58437.89892719399,13204992.29282117,99.99556017167174
171.9015801147572,21.600058939202757,3713.08426222084,39627.93174219871,5079251.473065899,99.99999999310985
187.4063907598683,23.656123649644446,4433.308752549028,48359.410368514924,6581369.341461496,99.99999974090458
239.52623918545297,11.166768689324652,2674.7341080078036,58765.27871994778,13742170.931690793,99.99224097956294
112.04509432585397,10.852840994808727,1216.0075929668385,13832.395897265791,1406507.8888599803,100.0
233.35334308913355,16.330365485424363,3810.745379891176,58808.77826520722,12706705.563262092,99.9974088438688
234.12757392363187,7.748288528006477,1814.0879951224654,55280.89692860328,12833811.704512732,99.9970214058481
142.07651221476817,11.994243694561149,1704.1003107772233,21911.249791834736,2867775.009316561,99.9999999999977
125.78525953097066,6.064327583238147,762.8030189384344,16044.953645136722,1990128.9858609026,99.99999999999999
163.08567018483677,12.581362875642553,2051.8399964127907,28588.448453117813,4337420.8123168405,99.99999999924444
172.74215418852452,7.2830269144622095,1258.085758217205,30226.161650692706,5154547.24393731,99.99999999153358
214.03935408357592,16.23625823604592,3475.1982255774083,50092.983871045806,9805488.15710735,99.99993119799066
187.7203026924641,17.831874687913235,3347.404913989161,40909.015857862134,6614741.2595008705,99.99999972189288
297.67476761184525,24.741830733533916,7365.018713896319,103756.18154356792,26376428.560256094,28.54116746574873
120.40896214960561,8.9027732451888,1071.9736867064598,15203.946377567434,1745648.1839047747,100.0
141.77535121896693,9.144042976049278,1296.3999044907139,20864.81585133128,2849636.420052306,99.9999999999979
132.26190357699926,23.948390371795302,3167.4596981787276,31228.221338676798,2313111.8793599075,99.99999999999989
230.62166509307968,22.29281676913637,5141.206522913159,64265.20641526554,12265428.183412278,99.99842024388899
150.65832050795643,17.321080988744377,2609.564971146521,27894.59759979029,3419331.9233982987,99.99999999997294
193.26215457126125,21.82814473500418,4218.554281780241,47750.67072845791,7217915.328774873,99.99999905638026
148.88511840032055,9.19384289442977,1368.826387891122,22943.904114912253,3300218.911961729,99.99999999998353
131.79391672910396,22.480576457268718,2962.8032216315282,28730.78743994268,2288707.0484380084,99.9999999999999
122.07502823286103,22.34615019349281,2727.906915766388,26060.872191832525,1818700.8709478679,100.0
231.26591789305468,9.962244969601253,2303.9277271703004,54472.640979249474,12368909.710194523,99.99822306345561
127.63659026972276,15.167466285197595,1935.9236796735993,19780.405637824682,2079110.2984963125,99.99999999999997
139.3164723360107,23.59548527782009,3287.23977196217,32545.79334815876,2703447.7353092507,99.99999999999899
173.7450341321928,18.582999923349703,3228.7039559609307,36604.564967475395,5244554.549661876,99.99999998921172
264.198645969587,18.210382106414812,4811.158295103589,75839.81532530086,18440978.130806375,99.52356090796918
119.42025515861225,16.195292011287318,1934.0459043561661,18509.0197255971,1702813.5379833127,100.0
267.5889814997608,10.376631293865003,2776.672199323881,72721.16136775957,19160297.102514405,99.18592691659427
119.21968157879262,24.56830743022518,2929.0257887613307,29042.80534346194,1693905.3702022866,100.0
295.29189300267916,13.950192912443658,4119.378872868046,89912.11957339464,25748461.786011532,49.00235747543506
193.73024032954032,11.229001931059276,2175.397242764986,38947.27631059493,7270842.217315732,99.99999895475491
295.35221763806743,19.571614193635543,5780.519654846935,94729.80174506885,25764057.006150607,48.568218373947076
220.9691039490092,17.15409626520935,3790.5252807783554,53875.161049688424,10789040.387749743,99.99973770409358
247.85271587966034,11.844826164092252,2935.772333892724,63092.79677648981,15225692.148589458,99.96740802553724
107.83755845086414,11.075831817140747,1194.390660972856,12987.656163662,1253913.7164470404,100.0
156.5613925152819,9.290133703250646,1454.476269234074,25313.269333238535,3837463.5107091246,99.99999999986397
124.03931224263378,6.569728734805189,814.9046338859042,15669.309248670912,1908394.808761618,99.99999999999999
159.22803950442898,17.514218130385174,2788.754616354157,30726.017087739307,4036692.269117634,99.9999999997237
123.74554379084881,15.113872762875104,1870.2744038276783,18765.408714898007,1894682.0846008642,100.0
163.5966358787952,9.696968215056923,1586.3913782069183,27675.676756374407,4378383.308653491,99.99999999913815
182.852598902934,6.102490511667254,1115.8562498388528,33662.33205489859,6113652.738556826,99.99999990769128
112.82949926975687,5.3780213652752735,606.7994577060633,12886.045029459565,1436346.5553553952,100.0
238.49442387400396,19.769918593302346,4715.015344945602,64606.65659825455,13565074.249786997,99.99352943055517
213.32029084131503,8.7650637831034,1869.7659554542943,46178.93428230902,9707179.584649688,99.99994025040743
153.07789818788908,10.332872387790133,1581.7343873665882,24536.065634356262,3586943.5735324034,99.99999999994715
204.64961069333992,5.282243875611927,1081.00915273126,42028.84885568651,8570997.228233965,99.99998954146115
118.78810215168834,8.012781096643577,951.8230594272145,14625.071105997738,1676108.75908414,100.0
215.18929911123587,22.488914351249917,4839.373717018084,57680.231416766976,9964143.422794327,99.99991386262546
285.85923951524285,9.841216694849155,2813.2027202942913,82668.62218556096,23359035.21382649,86.95630400918124
163.71379049026473,24.07916396966144,3942.091205309884,40763.45225163531,4387310.800110561,99.99999999911324
233.48207599273633,8.286936768002779,1934.8512002138255,55082.971278627774,12727945.15510781,99.99734754403507
126.35957248087843,10.065229173192886,1271.8380552467186,16986.438232399323,2017449.3282864308,99.99999999999999
243.2654408237131,22.35419936953985,5438.004163892281,70348.69679534936,14395480.718559224,99.98513385175578
157.8812185894402,13.532166773836423,2136.4749804088283,27404.483305568898,3935239.7890640083,99.99999999980652
136.63827240142336,10.356578783872116,1415.10503301752,19780.850911312664,2550931.6761095603,99.99999999999955
217.30258696201662,18.85627525440359,4097.517393249758,53924.93486975251,10260762.62577535,99.99987011858286
104.0215092374987,6.024568079644796,626.684664148711,11039.1386161074,1125525.7806737197,100.0
265.78800584347266,22.81210353157009,6063.183506750855,82514.50177186774,18775611.886122253,99.38715670448853
